Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Minimum temperature (Degree C),Rainfall amount (millimetres)
85291,2012,7,27,1,-1.4,0
85291,2012,7,28,0.4,-2.5,25.6
85291,2012,7,29,-1.4,-3.3,22.4
85291,2012,7,30,-1,-3.1,24.2
85291,2012,7,31,-0.1,-5.4,1.4
85291,2012,8,1,0.5,-3.4,0.2
85291,2012,8,2,1.4,-3.7,0
85291,2012,8,3,1.5,-3.1,0.2
85291,2012,8,4,0.1,-1.8,3
85291,2012,8,5,1.7,-1.9,6
85291,2012,8,6,-2,-5.4,7.4
85291,2012,8,7,1.1,-4.5,2.6
85291,2012,8,8,2.2,-2.8,2.8
85291,2012,8,9,-1,-3.8,20.2
85291,2012,8,10,-0.4,-4.6,34.2
85291,2012,8,11,0.2,-1.2,22.8
85291,2012,8,12,3.7,-1.6,1
85291,2012,8,13,6.3,-2.7,0
85291,2012,8,14,2.8,0.2,0
85291,2012,8,15,-0.3,-3.2,6.2
85291,2012,8,16,0.1,-3.7,6.6
85291,2012,8,17,-0.3,-2.8,2.6
85291,2012,8,18,-0.2,-3,27
85291,2012,8,19,-0.6,-4.2,36.4
85291,2012,8,20,2.4,-3.3,0
85291,2012,8,21,2.3,-3.9,0.2
85291,2012,8,22,6.4,-1.8,0
85291,2012,8,23,5.8,1.3,0.2
85291,2012,8,24,-1.5,-4.2,11.6
85291,2012,8,25,-0.6,-3.7,6.6
85291,2012,8,26,-0.9,-3.7,3.2
85291,2012,8,27,4.1,-4.3,0.2
85291,2012,8,28,8.2,-2.2,0
85291,2012,8,29,4.8,-0.1,0
85291,2012,8,30,-2.6,-4.5,9.6
85291,2012,8,31,-1.8,-4.7,15.6
85291,2012,9,1,3.1,-4,20.6
85291,2012,9,2,6.2,-2.4,0
85291,2012,9,3,6.6,1.2,0
85291,2012,9,4,9.4,3.4,0
85291,2012,9,5,8.8,4.5,0
85291,2012,9,6,3.6,0.5,7.4
85291,2012,9,7,-0.6,-3.2,16.8
85291,2012,9,8,0.5,-3.1,15
85291,2012,9,9,6.1,-0.9,9.2
85291,2012,9,10,7.4,-0.5,0
85291,2012,9,11,7.1,0.1,0
85291,2012,9,12,8.7,1.9,0
85291,2012,9,13,-0.7,-3.4,39
85291,2012,9,14,1.9,-3.1,15.4
85291,2012,9,15,10,-2.5,1
85291,2012,9,16,2.7,-0.4,0
85291,2012,9,17,5.3,-0.2,0.2
85291,2012,9,18,5.2,1.2,0.4
85291,2012,9,19,7.5,1.2,2.2
85291,2012,9,20,10.6,1.7,2.2
85291,2012,9,21,3.3,2.2,1.2
85291,2012,9,22,9.9,-0.3,28.6
85291,2012,9,23,7.5,2.5,0
85291,2012,9,24,-0.4,-4.4,7.6
85291,2012,9,25,8.8,-4.1,4.2
85291,2012,9,26,11.1,-0.4,0
85291,2012,9,27,13.4,6.3,0
85291,2012,9,28,8.7,7.3,1.2
85291,2012,9,29,-2.6,-6,32.6
85291,2012,9,30,-0.5,-5.8,10.8
85291,2012,10,1,13.2,-2.7,8.4
85291,2012,10,2,14.9,-0.8,0.2
85291,2012,10,3,13,5,0
85291,2012,10,4,14.6,6.9,0
85291,2012,10,5,4.6,0.1,0
85291,2012,10,6,4.3,-0.9,0
85291,2012,10,7,-0.4,-2.9,28.2
85291,2012,10,8,1.2,-2.8,4.2
85291,2012,10,9,2.9,-2.3,3.8
85291,2012,10,10,1.5,-3.5,13.6
85291,2012,10,11,-0.7,-2.6,0.6
85291,2012,10,12,-0.5,-3.8,14.2
85291,2012,10,13,3.6,-2.5,20.4
85291,2012,10,14,8.6,-2.1,16.4
85291,2012,10,15,11.9,3.4,0
85291,2012,10,16,10.1,7.9,0
85291,2012,10,17,7,-2.3,23.6
85291,2012,10,18,11.4,-1.6,0
85291,2012,10,19,14.6,4.7,0
85291,2012,10,20,9.8,2,0
85291,2012,10,21,2.9,-1.9,3.4
85291,2012,10,22,7.8,-3,23
85291,2012,10,23,12.3,-1.9,0.6
85291,2012,10,24,11.7,5.6,0
85291,2012,10,25,11.1,7.1,0
85291,2012,10,26,0.2,-2.1,11
85291,2012,10,27,7.8,-3.4,18.6
85291,2012,10,28,11.9,-2.7,0.2
85291,2012,10,29,15.1,5.9,0
85291,2012,10,30,17.5,8.9,0
85291,2012,10,31,19.3,11.8,0
85291,2012,11,1,1.2,-0.2,7.2
85291,2012,11,2,6.9,-1.6,19.2
85291,2012,11,3,13,-1.3,0.2
85291,2012,11,4,16.4,6.5,0
85291,2012,11,5,18.3,9.5,0
85291,2012,11,6,18.3,11.6,0
85291,2012,11,7,10.5,9.3,8.4
85291,2012,11,8,11.7,2.7,2.2
85291,2012,11,9,3.9,0.8,9.8
85291,2012,11,10,8.8,-1.3,11.6
85291,2012,11,11,14.9,-0.5,0
85291,2012,11,12,15,7.8,0
85291,2012,11,13,8.9,-1.9,1.2
85291,2012,11,14,11.8,-1.6,0
85291,2012,11,15,8,2.4,0
85291,2012,11,16,3.7,-0.9,2.8
85291,2012,11,17,8.6,-1.3,0.2
85291,2012,11,18,3,-0.6,0
85291,2012,11,19,10.6,-0.6,4.8
85291,2012,11,20,16.8,2.4,0
85291,2012,11,21,13.6,10.2,0
85291,2012,11,22,12.1,-1.6,0.6
85291,2012,11,23,15.8,3.4,0
85291,2012,11,24,20.7,10.3,0
85291,2012,11,25,20.6,12.4,0
85291,2012,11,26,18.8,9.9,0
85291,2012,11,27,14,8.4,9.2
85291,2012,11,28,19.1,7.5,9
85291,2012,11,29,26,13.1,0
85291,2012,11,30,21.1,15.5,0
85291,2012,12,1,17.7,12.2,4.4
85291,2012,12,2,6.6,1.4,2.4
85291,2012,12,3,11.1,2.1,0.2
85291,2012,12,4,-0.2,-1.1,9.4
85291,2012,12,5,1.4,-2.4,28.6
85291,2012,12,6,11.1,-1.6,8.6
85291,2012,12,7,15.4,1.3,0
85291,2012,12,8,19.9,11.1,0
85291,2012,12,9,8.5,1.2,2.2
85291,2012,12,10,15.4,-0.1,0.2
85291,2012,12,11,16.6,4.7,0
85291,2012,12,12,19.9,9.9,0
85291,2012,12,13,22.9,12.3,0
85291,2012,12,14,14.6,11.3,3.6
85291,2012,12,15,12.1,11.1,19
85291,2012,12,16,7,6.9,18.4
85291,2012,12,17,9.6,0.2,6
85291,2012,12,18,14.4,2.1,0.2
85291,2012,12,19,17.3,6.1,0
85291,2012,12,20,9.1,2.1,18.4
85291,2012,12,21,14.4,3,0
85291,2012,12,22,18.1,8.1,0
85291,2012,12,23,23.3,12,0
85291,2012,12,24,18.4,15.1,0
85291,2012,12,25,9.1,0.9,3.4
85291,2012,12,26,14.4,0.9,0.2
85291,2012,12,27,16.7,6.3,0
85291,2012,12,28,6.1,2.9,2.6
85291,2012,12,29,6.6,1.6,2.2
85291,2012,12,30,13.2,,
85291,2012,12,31,18.4,6.6,0
85291,2013,1,1,15.3,8.1,0
85291,2013,1,2,17,1.4,3.4
85291,2013,1,3,23.5,2.9,0
85291,2013,1,4,26,16.9,0
85291,2013,1,5,27.3,19.7,0
85291,2013,1,6,24.4,13.7,0
85291,2013,1,7,26.7,12.4,0
85291,2013,1,8,18.3,17.5,0
85291,2013,1,9,11.8,-0.4,25.4
85291,2013,1,10,18.4,-0.3,1.6
85291,2013,1,11,23.1,11.3,0
85291,2013,1,12,12.4,10,0
85291,2013,1,13,8.6,3,0
85291,2013,1,14,12.8,-0.3,3.2
85291,2013,1,15,18.3,2.5,0
85291,2013,1,16,19.2,8.7,0
85291,2013,1,17,25.1,12.5,0
85291,2013,1,18,21,16.4,0
85291,2013,1,19,14.5,1.4,0.2
85291,2013,1,20,19.9,4.7,0
85291,2013,1,21,23.8,12.4,0
85291,2013,1,22,17.3,12.1,0
85291,2013,1,23,14.4,5,0.2
85291,2013,1,24,22.4,5.7,0
85291,2013,1,25,16.6,13.2,0
85291,2013,1,26,16.6,5.5,1.4
85291,2013,1,27,14.4,6,0
85291,2013,1,28,18,7.2,0
85291,2013,1,29,8.2,4.1,1.4
85291,2013,1,30,16.6,0.3,0.2
85291,2013,1,31,17.1,8.1,0
85291,2013,2,1,4.9,0.1,12.6
85291,2013,2,2,11.3,0.1,0.2
85291,2013,2,3,11,1.8,0
85291,2013,2,4,16.7,2.2,0.4
85291,2013,2,5,19.6,9.3,0
85291,2013,2,6,22.5,12.1,0
85291,2013,2,7,24,14.5,0
85291,2013,2,8,22,13.6,0
85291,2013,2,9,22.3,14,0
85291,2013,2,10,10.9,4.9,3.2
85291,2013,2,11,16.7,3.1,0
85291,2013,2,12,18.4,6.5,0
85291,2013,2,13,19.7,7,0
85291,2013,2,14,18.3,12.3,0
85291,2013,2,15,18.7,10.2,8.2
85291,2013,2,16,19.4,10,0
85291,2013,2,17,21.7,11.9,0
85291,2013,2,18,22.7,13.3,0
85291,2013,2,19,19.5,11.7,7.4
85291,2013,2,20,17.9,7.7,0.2
85291,2013,2,21,18.6,10.1,0
85291,2013,2,22,17.1,10.8,0.2
85291,2013,2,23,20.2,9.8,0
85291,2013,2,24,21.7,11.6,0
85291,2013,2,25,25.2,14.4,0
85291,2013,2,26,18.7,12.7,2.6
85291,2013,2,27,15.2,12.2,18.2
85291,2013,2,28,6.8,1.6,47.8
85291,2013,3,1,7.1,1.8,4.8
85291,2013,3,2,12.6,2.3,0
85291,2013,3,3,19.4,3.5,0
85291,2013,3,4,20.2,11.4,0
85291,2013,3,5,21,13.2,0
85291,2013,3,6,20.7,12.3,0
85291,2013,3,7,21.7,14,0
85291,2013,3,8,23.2,14.6,0
85291,2013,3,9,22.4,15,0
85291,2013,3,10,20.9,15,0
85291,2013,3,11,22.5,14.7,0
85291,2013,3,12,22.5,15.7,0
85291,2013,3,13,17.4,13.5,0
85291,2013,3,14,13.6,3.9,0.4
85291,2013,3,15,17.1,3.9,0
85291,2013,3,16,8.2,5.6,0
85291,2013,3,17,3.4,-0.3,30.4
85291,2013,3,18,8.9,0.2,0.8
85291,2013,3,19,11.7,1.2,0
85291,2013,3,20,14.8,5.8,0
85291,2013,3,21,9.1,8.3,1.4
85291,2013,3,22,7.9,3.4,14.4
85291,2013,3,23,9.5,2.9,0
85291,2013,3,24,11.6,4.1,0
85291,2013,3,25,14.6,5.6,0
85291,2013,3,26,17.6,8.1,0
85291,2013,3,27,19.5,10.1,0
85291,2013,3,28,7.3,7.2,4.2
85291,2013,3,29,4.1,-0.6,14.4
85291,2013,3,30,9.1,1.2,0
85291,2013,3,31,5.8,3.3,4.2
85291,2013,4,1,7.9,1.3,9.6
85291,2013,4,2,6.9,1.9,2.2
85291,2013,4,3,7.1,-0.1,20.8
85291,2013,4,4,12.9,0.3,0.2
85291,2013,4,5,12.7,5.7,0
85291,2013,4,6,13.2,6.7,0
85291,2013,4,7,14,7.6,0
85291,2013,4,8,14.4,9.1,0
85291,2013,4,9,14.3,8.4,0
85291,2013,4,10,13.5,8.1,0
85291,2013,4,11,10.9,5.7,0
85291,2013,4,12,14.1,6.8,0.2
85291,2013,4,13,10.8,9.6,0
85291,2013,4,14,12.8,6.5,0
85291,2013,4,15,6.8,4.4,3.4
85291,2013,4,16,8,-0.9,1.4
85291,2013,4,17,9,2.7,0
85291,2013,4,18,4.5,1.3,0
85291,2013,4,19,0.6,-2,16.4
85291,2013,4,20,2.9,-2,8.6
85291,2013,4,21,7.9,-1.1,0.4
85291,2013,4,22,4.7,1.8,0.2
85291,2013,4,23,4.1,0.9,12.4
85291,2013,4,24,5.3,-0.4,0.2
85291,2013,4,25,7.8,0.8,0
85291,2013,4,26,8.3,2.9,0.4
85291,2013,4,27,11.1,4.6,0
85291,2013,4,28,11.1,7,0
85291,2013,4,29,4.4,1.4,0
85291,2013,4,30,6.8,-0.1,0
85291,2013,5,1,2,0.5,0
85291,2013,5,2,7.6,-3.2,15
85291,2013,5,3,10.1,-1.7,0
85291,2013,5,4,-0.5,-1.3,15.8
85291,2013,5,5,4.4,-2.3,0.4
85291,2013,5,6,10,-2,0
85291,2013,5,7,6.6,2.6,0
85291,2013,5,8,11.5,3.7,0
85291,2013,5,9,14,6.6,0
85291,2013,5,10,15.1,7.8,0
85291,2013,5,11,13.5,8.3,0
85291,2013,5,12,7.8,6.4,0
85291,2013,5,13,4,3.8,2.8
85291,2013,5,14,-0.5,-3.1,4.8
85291,2013,5,15,1.1,-2.2,0.4
85291,2013,5,16,1,-0.8,15
85291,2013,5,17,1.1,-0.5,56.4
85291,2013,5,18,-0.1,-1.7,9.2
85291,2013,5,19,2.1,-1.6,14.2
85291,2013,5,20,3.4,-0.6,4
85291,2013,5,21,2.2,-1.3,5.4
85291,2013,5,22,5.9,-0.5,0.2
85291,2013,5,23,2.8,-0.3,0.4
85291,2013,5,24,6.8,-0.9,0.4
85291,2013,5,25,3.5,0.4,0
85291,2013,5,26,2.4,1,0
85291,2013,5,27,6,-0.4,0.4
85291,2013,5,28,7,1.3,0.2
85291,2013,5,29,6.6,2.7,0
85291,2013,5,30,6.4,3.6,0
85291,2013,5,31,8,4.4,0.2
85291,2013,6,1,6.3,5.1,27.2
85291,2013,6,2,1.5,-0.6,19.8
85291,2013,6,3,3.9,-0.5,6
85291,2013,6,4,8.9,-0.5,0.4
85291,2013,6,5,8.1,2.3,0
85291,2013,6,6,5.7,0.7,0
85291,2013,6,7,1.7,0.3,9.2
85291,2013,6,8,3.8,-2.8,14.2
85291,2013,6,9,6.7,-2.4,0
85291,2013,6,10,3.8,-0.3,0
85291,2013,6,11,4.9,0.1,0
85291,2013,6,12,2.9,1.6,0
85291,2013,6,13,2.6,1.2,29.8
85291,2013,6,14,0.6,-0.2,145.4
85291,2013,6,15,-0.7,-2.9,9.2
85291,2013,6,16,-0.5,-1.9,10.6
85291,2013,6,17,-0.3,-1.4,9.6
85291,2013,6,18,0,-0.9,22.8
85291,2013,6,19,-0.3,-2.8,6.4
85291,2013,6,20,3,-2.7,0.2
85291,2013,6,21,3.9,-3.4,1.8
85291,2013,6,22,2.7,-2.8,0
85291,2013,6,23,1.3,-2.8,0
85291,2013,6,24,1.1,-2.3,0.4
85291,2013,6,25,1.3,-1,5.4
85291,2013,6,26,6.4,-0.8,0
85291,2013,6,27,6.8,1.3,0
85291,2013,6,28,8,2.8,0
85291,2013,6,29,5.1,-0.1,0
85291,2013,6,30,2.8,-1.4,0
85291,2013,7,1,3.7,1,0.2
85291,2013,7,2,3,1.7,1
85291,2013,7,3,4.1,-0.9,0
85291,2013,7,4,1.1,-1.3,0
85291,2013,7,5,-1.3,-4.2,8.6
85291,2013,7,6,-0.9,-4.1,2
85291,2013,7,7,-0.7,-2.6,5.2
85291,2013,7,8,-1,-2.8,7.2
85291,2013,7,9,1.8,-4.2,2.4
85291,2013,7,10,2.8,-3.1,0
85291,2013,7,11,3.6,-1.6,0
85291,2013,7,12,6.5,-0.1,0
85291,2013,7,13,6.4,1.2,0
85291,2013,7,14,4.4,1.8,3
85291,2013,7,15,4.7,3.5,1
85291,2013,7,16,6.3,1.7,0
85291,2013,7,17,6.3,2.2,0
85291,2013,7,18,8.1,2.5,0
85291,2013,7,19,3.5,3.2,43.8
85291,2013,7,20,-1,-3.3,14.6
85291,2013,7,21,-2.3,-4.5,10.2
85291,2013,7,22,-0.5,-3.7,0.8
85291,2013,7,23,-0.1,-3.1,9.6
85291,2013,7,24,4.2,-2.7,14.4
85291,2013,7,25,6.1,-1.9,0
85291,2013,7,26,2.1,-1.8,0
85291,2013,7,27,5.6,-1.5,0
85291,2013,7,28,4.4,1.1,0
85291,2013,7,29,5.9,2,21
85291,2013,7,30,-0.2,-1,11.4
85291,2013,7,31,4,-2.5,2.8
85291,2013,8,1,5.3,-1.6,0
85291,2013,8,2,2.5,-2.3,0
85291,2013,8,3,-0.7,-4.1,6.2
85291,2013,8,4,0.6,-3.3,11
85291,2013,8,5,3.1,-3.2,2
85291,2013,8,6,-0.6,-1.1,11.4
85291,2013,8,7,-0.3,-2.9,2.6
85291,2013,8,8,0.8,-3.2,22.4
85291,2013,8,9,2.1,-2.8,3.2
85291,2013,8,10,2.2,-1.2,1.2
85291,2013,8,11,2.8,-1.5,0
85291,2013,8,12,1.3,-0.2,0.8
85291,2013,8,13,1,-3.8,10.2
85291,2013,8,14,0.8,-3.1,3
85291,2013,8,15,2.2,-4,14.2
85291,2013,8,16,3.2,-1.6,3.8
85291,2013,8,17,0.9,-1.8,3
85291,2013,8,18,1.8,-1.9,4.6
85291,2013,8,19,-3.2,-4.6,11
85291,2013,8,20,-2.7,-5.3,2
85291,2013,8,21,-0.7,-4.8,33.2
85291,2013,8,22,0.6,-2.7,15
85291,2013,8,23,2,-2.2,14.4
85291,2013,8,24,4.6,0.5,22.2
85291,2013,8,25,3.7,0,0
85291,2013,8,26,4.6,0.3,0
85291,2013,8,27,7.9,1.2,0
85291,2013,8,28,9.5,2.9,0
85291,2013,8,29,9.6,4.9,0
85291,2013,8,30,4.3,2.7,7.6
85291,2013,8,31,8.8,1.1,3
85291,2013,9,1,12.2,3.8,0.2
85291,2013,9,2,14.5,6.8,0
85291,2013,9,3,15.3,8,0
85291,2013,9,4,13,8.7,0
85291,2013,9,5,12.5,8.3,0
85291,2013,9,6,5.8,2.7,1.6
85291,2013,9,7,4.7,0.1,0
85291,2013,9,8,9.4,-3.6,3.2
85291,2013,9,9,10.6,-0.5,0
85291,2013,9,10,1.7,0.9,6.4
85291,2013,9,11,1.4,-1.8,3.8
85291,2013,9,12,4.2,-3,8.8
85291,2013,9,13,6.3,-5.6,11.2
85291,2013,9,14,4.6,-1.7,0.4
85291,2013,9,15,8.4,1.2,0.2
85291,2013,9,16,5.5,3.2,1.4
85291,2013,9,17,5,3.5,22
85291,2013,9,18,6.6,2.9,1.2
85291,2013,9,19,1.4,-1.3,23
85291,2013,9,20,2.1,-1.4,5.2
85291,2013,9,21,8.2,-2.8,9.2
85291,2013,9,22,10.8,1.3,0
85291,2013,9,23,14.2,3.5,0.2
85291,2013,9,24,11.3,2.6,0
85291,2013,9,25,10.2,6,0.6
85291,2013,9,26,0.7,-0.3,19
85291,2013,9,27,8.4,-3.2,4.4
85291,2013,9,28,2.8,-1.7,7.4
85291,2013,9,29,9.8,-2.2,0.6
85291,2013,9,30,11.3,2.7,0
85291,2013,10,1,0.3,-0.5,21.4
85291,2013,10,2,1.8,-2.2,10.2
85291,2013,10,3,0.8,-3.3,19.2
85291,2013,10,4,9.3,-3.9,8.6
85291,2013,10,5,10.3,0.7,0.2
85291,2013,10,6,12.1,5.9,0
85291,2013,10,7,7.4,-2.5,8
85291,2013,10,8,9.5,-0.8,0.8
85291,2013,10,9,14.6,0.9,0.2
85291,2013,10,10,13.1,9.3,0
85291,2013,10,11,6.1,-1.8,20
85291,2013,10,12,11.4,-1.3,0
85291,2013,10,13,8.1,3.7,0
85291,2013,10,14,-0.5,-4,23.8
85291,2013,10,15,5.4,-2.9,18.8
85291,2013,10,16,11,-0.9,0.2
85291,2013,10,17,-0.8,-1.2,8.6
85291,2013,10,18,9.1,-4.5,3.4
85291,2013,10,19,14.7,-1.1,0.6
85291,2013,10,20,17.8,8.6,0
85291,2013,10,21,15.9,11.1,0
85291,2013,10,22,13.2,8.8,3
85291,2013,10,23,5.1,4.5,21.2
85291,2013,10,24,-1.9,-4.6,26.8
85291,2013,10,25,0.4,-4.7,16.6
85291,2013,10,26,1.5,-2,6
85291,2013,10,27,6.3,-0.6,2
85291,2013,10,28,8.7,0.7,0.2
85291,2013,10,29,4.4,-1,15.2
85291,2013,10,30,8.9,-1.6,0
85291,2013,10,31,11.2,-0.9,0
85291,2013,11,1,15.8,2.2,0
85291,2013,11,2,16.4,8.4,0
85291,2013,11,3,0.5,0.2,2
85291,2013,11,4,10,-3.4,17.2
85291,2013,11,5,13.7,-1.8,0.2
85291,2013,11,6,16.8,8.2,0
85291,2013,11,7,20.2,11,0
85291,2013,11,8,16.8,9.3,0.2
85291,2013,11,9,1.5,0.9,14.4
85291,2013,11,10,2.6,-2.1,25.4
85291,2013,11,11,3.5,-1,3.6
85291,2013,11,12,4.7,0.2,33.6
85291,2013,11,13,3.3,0.1,19.8
85291,2013,11,14,2.7,-0.1,27.4
85291,2013,11,15,5.2,-0.1,14.2
85291,2013,11,16,9.3,1.5,10
85291,2013,11,17,12.5,1.9,0.2
85291,2013,11,18,16.1,6.6,0
85291,2013,11,19,19.1,9.4,0
85291,2013,11,20,17.4,6.7,0
85291,2013,11,21,16,7.1,0
85291,2013,11,22,13.6,4.2,0
85291,2013,11,23,7.6,3,1
85291,2013,11,24,6.1,2.9,15.6
85291,2013,11,25,10.3,1.9,24
85291,2013,11,26,15.7,2.3,0.4
85291,2013,11,27,20,8.4,0
85291,2013,11,28,16,13.1,0
85291,2013,11,29,3.2,0.8,21.8
85291,2013,11,30,12.7,-0.4,1
85291,2013,12,1,17.5,1.7,0
85291,2013,12,2,22.9,12,0
85291,2013,12,3,20.6,15,0
85291,2013,12,4,10.7,10.1,6
85291,2013,12,5,0.9,-1.5,31.6
85291,2013,12,6,3.2,-2,34.4
85291,2013,12,7,12.5,-1.4,1
85291,2013,12,8,16.7,3.1,0
85291,2013,12,9,15.4,12.2,0
85291,2013,12,10,5.1,-0.1,16.6
85291,2013,12,11,6.4,0.2,0.6
85291,2013,12,12,13.6,0.8,1.4
85291,2013,12,13,12.8,5.3,0
85291,2013,12,14,11.3,0.9,3.6
85291,2013,12,15,14.2,3.7,0
85291,2013,12,16,16.7,6.5,0
85291,2013,12,17,19.8,9.6,0
85291,2013,12,18,22.9,11.8,0
85291,2013,12,19,26.3,15.6,0
85291,2013,12,20,26.3,18.2,0
85291,2013,12,21,19.8,9.6,2.8
85291,2013,12,22,18.3,11.8,0
85291,2013,12,23,9.9,5.7,8.4
85291,2013,12,24,14.6,0.1,13.2
85291,2013,12,25,17.5,9.4,0
85291,2013,12,26,16.5,11.3,0
85291,2013,12,27,17.7,8.3,7.2
85291,2013,12,28,21.9,9.1,0
85291,2013,12,29,9.2,0.3,0
85291,2013,12,30,12,1.7,0
85291,2013,12,31,14.6,1.1,0
85291,2014,1,1,14.5,4.1,0
85291,2014,1,2,13.1,3.6,4.4
85291,2014,1,3,14.2,5.9,0.2
85291,2014,1,4,7.1,0.1,0.4
85291,2014,1,5,13.7,1.6,1
85291,2014,1,6,2.5,-0.2,10.4
85291,2014,1,7,6.3,-0.5,6
85291,2014,1,8,13.9,0.7,0
85291,2014,1,9,18.2,4.3,0
85291,2014,1,10,19.7,11.8,0.2
85291,2014,1,11,19.9,14.4,0
85291,2014,1,12,22.5,9,0
85291,2014,1,13,24.5,15.4,0
85291,2014,1,14,28.1,18.5,0
85291,2014,1,15,29,21.3,0
85291,2014,1,16,29.5,17.7,0
85291,2014,1,17,30.1,20.8,0
85291,2014,1,18,22.7,12.4,0
85291,2014,1,19,15.8,11,0
85291,2014,1,20,14.5,8.1,0
85291,2014,1,21,11.6,5.4,0
85291,2014,1,22,16.7,3,0
85291,2014,1,23,21.4,6.1,0
85291,2014,1,24,10.5,10,2.4
85291,2014,1,25,12.3,1.3,39.2
85291,2014,1,26,18.5,1.5,0
85291,2014,1,27,21.8,12,0
85291,2014,1,28,24.3,13.6,0
85291,2014,1,29,22.6,16.7,0
85291,2014,1,30,23.4,15.1,0
85291,2014,1,31,24.5,17.3,0
85291,2014,2,1,25.6,14.2,0
85291,2014,2,2,29.2,15.9,0
85291,2014,2,3,26.8,21,0
85291,2014,2,4,10.2,0.2,1.6
85291,2014,2,5,18.4,2.6,0
85291,2014,2,6,22.2,8.3,0
85291,2014,2,7,24.2,14.3,0
85291,2014,2,8,27,15.4,0
85291,2014,2,9,26.6,19.5,0
85291,2014,2,10,20.2,5.8,0
85291,2014,2,11,21.9,11.6,0
85291,2014,2,12,25.6,16,0
85291,2014,2,13,21,14.6,0
85291,2014,2,14,17.8,12.1,0
85291,2014,2,15,18.5,13,0
85291,2014,2,16,12.2,7.1,33.2
85291,2014,2,17,17.6,3.2,7.6
85291,2014,2,18,18.9,10.3,0
85291,2014,2,19,15,10.5,0
85291,2014,2,20,4.9,0.4,48.6
85291,2014,2,21,6.2,0.7,1.4
85291,2014,2,22,13.9,1.3,7
85291,2014,2,23,18.3,4.4,0
85291,2014,2,24,18.8,11.8,0
85291,2014,2,25,19.1,13.5,0
85291,2014,2,26,9.3,8.4,0
85291,2014,2,27,12.7,0.8,0
85291,2014,2,28,17.4,3.6,0
85291,2014,3,1,14.9,9.3,0
85291,2014,3,2,16.5,6.8,0
85291,2014,3,3,18,8.4,0
85291,2014,3,4,19.7,12,0
85291,2014,3,5,14.3,11.2,0
85291,2014,3,6,15.1,5.6,0
85291,2014,3,7,15.4,7.8,0.2
85291,2014,3,8,15.9,8.5,1.4
85291,2014,3,9,20.3,10.1,0
85291,2014,3,10,21.5,13.1,0
85291,2014,3,11,19.1,14.7,0
85291,2014,3,12,11.5,5.6,11.4
85291,2014,3,13,16.2,3.1,0.4
85291,2014,3,14,18.1,10.2,0
85291,2014,3,15,16.3,11,0
85291,2014,3,16,6.1,0.4,27.4
85291,2014,3,17,9.2,0.9,3.8
85291,2014,3,18,10.4,5.8,4
85291,2014,3,19,14.2,3.3,0
85291,2014,3,20,17.4,3.3,0
85291,2014,3,21,15.8,10.5,0
85291,2014,3,22,8.4,1.8,28
85291,2014,3,23,6.7,2.4,0
85291,2014,3,24,9.7,0.8,0
85291,2014,3,25,14,3.2,0
85291,2014,3,26,10.8,5.8,0
85291,2014,3,27,14.1,7.9,9.6
85291,2014,3,28,14,10,5.4
85291,2014,3,29,15.1,8.1,0.2
85291,2014,3,30,15.7,7.1,0
85291,2014,3,31,17.1,9.3,0
85291,2014,4,1,19.6,11,0.2
85291,2014,4,2,15.7,12.2,0
85291,2014,4,3,10.8,10.4,3.2
85291,2014,4,4,9.7,3.8,0.6
85291,2014,4,5,9.5,4.7,0.8
85291,2014,4,6,11.6,4.3,0.4
85291,2014,4,7,12.8,5.2,0
85291,2014,4,8,12.7,7.7,0
85291,2014,4,9,10.8,7.8,7.2
85291,2014,4,10,10.6,9.5,19.6
85291,2014,4,11,9.3,8.5,61
85291,2014,4,12,8.3,5.4,26.2
85291,2014,4,13,10.5,3.8,6
85291,2014,4,14,7.8,1.5,0
85291,2014,4,15,9.6,1.8,0
85291,2014,4,16,10.4,2.7,0
85291,2014,4,17,10.1,3.5,0
85291,2014,4,18,8,5,0
85291,2014,4,19,3.5,0.3,19.2
85291,2014,4,20,5.8,-0.7,0.8
85291,2014,4,21,10.5,0.1,0
85291,2014,4,22,8.1,5.1,0
85291,2014,4,23,7.8,5.2,3.6
85291,2014,4,24,6.9,3,0.2
85291,2014,4,25,12.2,-2.1,5.4
85291,2014,4,26,5.5,4.8,0
85291,2014,4,27,7.8,-1.5,15.2
85291,2014,4,28,11.4,-0.7,0
85291,2014,4,29,10.2,7.7,0
85291,2014,4,30,1.8,-0.1,30.8
85291,2014,5,1,4.1,-1.7,5.6
85291,2014,5,2,3.5,-1.5,0
85291,2014,5,3,2.9,-0.3,0
85291,2014,5,4,1.9,-1.9,19.8
85291,2014,5,5,3.4,-1.6,19.4
85291,2014,5,6,1,-1,10
85291,2014,5,7,3.4,-3.1,4.2
85291,2014,5,8,9.2,-1.8,0
85291,2014,5,9,6.6,1.5,0
85291,2014,5,10,5.6,3.9,3.8
85291,2014,5,11,6.3,2.3,13.2
85291,2014,5,12,10.4,1,0
85291,2014,5,13,9.4,4.1,0
85291,2014,5,14,9.2,2.9,0
85291,2014,5,15,10,5.7,0
85291,2014,5,16,10.7,6.1,0
85291,2014,5,17,9.9,7,0
85291,2014,5,18,11,7.8,0
85291,2014,5,19,11.1,6.6,0
85291,2014,5,20,7,5.2,2.2
85291,2014,5,21,9.2,3.6,4.6
85291,2014,5,22,8.4,5,0.4
